"Cst_Cnt","Depth_zone","mean_ChlorA","mean_NO2uM","mean_NO3uM","mean_O2ml_L","mean_O2Sat","mean_Phaeop","mean_PO4uM","mean_Salnty","mean_SiO3uM","mean_T_degC","Bottom_D","Distance","Lat_Dec","Lon_Dec","IntChl","Year","Quarter","Water_density_class","Dist_cat"
34226,"Intermediate",0.288,0.0572,1.642,5.6226,96.338,0.174,0.428,33.1563,3.176,14.2618,4111,-230.871,31.98973,-122.39983,25.9,2016,2,"Light","Costera"
34226,"Deep",0.0253333333333333,0.0140625,28.715625,2.196125,33.805625,0.0511666666666667,2.220625,33.91483125,39.728125,8.3361875,4111,-230.871,31.98973,-122.39983,25.9,2016,2,"Intermediate","Costera"
34227,"Very shallow",0.0916,0.0172,0.036,5.6842,101.374,0.0186,0.284,33.1056666666667,2.016,16.3125,4026,-270.478,31.65772,-123.07107,22.7,2016,2,"Light","Costera"
34227,"Shallow",0.104,0.012,0,5.72925,101.1775,0.02775,0.2775,33.165575,1.7425,15.79125,4026,-270.478,31.65772,-123.07107,22.7,2016,2,"Light","Costera"
34227,"Intermediate",0.245857142857143,0.0455,0.93,5.54871428571429,95.1885714285714,0.143428571428571,0.36,33.1784857142857,2.29833333333333,14.2968571428571,4026,-270.478,31.65772,-123.07107,22.7,2016,2,"Light","Costera"
34227,"Deep",0.0367142857142857,0.0148823529411765,27.9029411764706,2.43041176470588,37.3758823529412,0.0534285714285714,2.13823529411765,33.8723470588235,38.3558823529412,8.31458823529412,4026,-270.478,31.65772,-123.07107,22.7,2016,2,"Intermediate","Costera"
34228,"Very shallow",0.0772,0.0024,0,5.6288,100.978,0.0128,0.258,33.2610333333333,1.912,16.5476666666667,3896,-310.356,31.32398,-123.74482,29.9,2016,2,"Light","Costera"
34228,"Shallow",0.155166666666667,0,0,5.7805,101.686666666667,0.0278333333333333,0.278333333333333,33.1247333333333,1.89333333333333,15.6136666666667,3896,-310.356,31.32398,-123.74482,29.9,2016,2,"Light","Costera"
34228,"Intermediate",0.314857142857143,0.032,1.04857142857143,5.64014285714286,97.2257142857143,0.174714285714286,0.378571428571429,33.1717375,2.77142857142857,14.58275,3896,-310.356,31.32398,-123.74482,29.9,2016,2,"Light","Costera"
34228,"Deep",0.06,0.008125,26.8825,2.5190625,39.145625,0.075,2.08375,33.85773125,39.254375,8.3938125,3896,-310.356,31.32398,-123.74482,29.9,2016,2,"Intermediate","Costera"
34229,"Very shallow",1.00771428571429,0.0567142857142857,0.634285714285714,6.339,110.121428571429,0.264857142857143,0.48,33.5511857142857,2.25142857142857,14.837,27,-2.039,33.88617,-118.44538,19.7,2016,2,"Light","Oceánica"
34230,"Very shallow",3.2872,0.0996,1.016,6.0676,106.388,0.879,0.438,33.52708,4.85,15.2472,22,-3.255,33.64572,-118.05667,49.8,2016,2,"Light","Oceánica"
34231,"Very shallow",1.5728,0.0572,0.262,6.2098,110.232,0.4684,0.38,33.5408,3.53,15.9292,23,-1.649,33.4695,-117.744,33.1,2016,2,"Light","Oceánica"
34232,"Very shallow",1.43042857142857,0.231142857142857,1.27142857142857,6.00185714285714,105.574285714286,0.398285714285714,0.46,33.5354125,3.87714285714286,15.387875,160,-1.892,33.48472,-117.77987,49.5,2016,2,"Light","Oceánica"
34232,"Shallow",0.361875,0.4875,16.24125,3.448125,56.38875,0.355625,1.525,33.6160625,15.77375,11.7815,160,-1.892,33.48472,-117.77987,49.5,2016,2,"Intermediate","Oceánica"
34232,"Intermediate",0.036,0.1556,23.088,2.2258,35.444,0.2038,2.02,33.9348,24.996,10.5778,160,-1.892,33.48472,-117.77987,49.5,2016,2,"Intermediate","Oceánica"
34232,"Deep",0.0103333333333333,0.0825,27.7816666666667,1.396,21.8183333333333,0.0863333333333333,2.42166666666667,34.2056166666667,35.66,9.63933333333333,160,-1.892,33.48472,-117.77987,49.5,2016,2,"Intermediate","Oceánica"
34233,"Very shallow",1.39025,0.2195,1.8725,5.80625,102.1475,0.516,0.5025,33.539625,5.075,15.349,623,-9.238,33.41783,-117.90333,56.9,2016,2,"Light","Oceánica"
34233,"Shallow",0.417428571428571,0.256142857142857,16.3414285714286,3.35957142857143,54.9571428571429,0.38,1.48571428571429,33.6318857142857,15.6957142857143,11.8165714285714,623,-9.238,33.41783,-117.90333,56.9,2016,2,"Intermediate","Oceánica"
34233,"Intermediate",0.0311666666666667,0.0401666666666667,23.2933333333333,2.1735,34.635,0.114666666666667,2.02333333333333,33.9653666666667,25.2416666666667,10.5893333333333,623,-9.238,33.41783,-117.90333,56.9,2016,2,"Intermediate","Oceánica"
34233,"Deep",0.0154,0.0388,31.9146666666667,0.984066666666667,15.1293333333333,0.0638,2.69,34.2390066666667,49.78,8.28126666666667,623,-9.238,33.41783,-117.90333,56.9,2016,2,"Intermediate","Oceánica"
34234,"Very shallow",0.3625,0.01375,0,5.94925,105.61,0.1365,0.35,33.53116,2.135,15.958,323,-29.226,33.25073,-118.24828,44.5,2016,2,"Light","Oceánica"
34234,"Shallow",0.778,0.15225,4.405,5.2485,89.84,0.34875,0.71,33.492675,5.46,14.0145,323,-29.226,33.25073,-118.24828,44.5,2016,2,"Light","Oceánica"
34234,"Intermediate",0.062,0.07,19.162,3.0314,48.634,0.1216,1.66,33.72106,19.228,10.969,323,-29.226,33.25073,-118.24828,44.5,2016,2,"Intermediate","Oceánica"
34234,"Deep",0.0112,0.0316,28.63,1.4157,22.019,0.0786,2.413,34.16714,38.438,9.2024,323,-29.226,33.25073,-118.24828,44.5,2016,2,"Intermediate","Oceánica"
34235,"Very shallow",0.255,0.02525,0.02,5.96825,106.4975,0.07225,0.38,33.5326,0.825,16.2354,1177,-37.16,33.182,-118.38332,31.7,2016,2,"Light","Oceánica"
34235,"Shallow",0.49125,0.133666666666667,5.27333333333333,4.85125,82.1225,0.26525,0.743333333333333,33.48784,6.03666666666667,13.5714,1177,-37.16,33.182,-118.38332,31.7,2016,2,"Light","Oceánica"
34235,"Intermediate",0.0906,0.023,18.644,3.1888,51.052,0.154,1.586,33.70002,19.278,10.8658,1177,-37.16,33.182,-118.38332,31.7,2016,2,"Intermediate","Oceánica"
34235,"Deep",0.019,0.0128666666666667,30.996,1.1062,17.1373333333333,0.0642,2.60666666666667,34.2162466666667,47.8546666666667,8.48106666666667,1177,-37.16,33.182,-118.38332,31.7,2016,2,"Intermediate","Oceánica"
34236,"Very shallow",0.3468,0.0186,0,5.8948,104.742,0.087,0.368,33.5215333333333,2.06,15.9463333333333,1707,-69.269,32.91472,-118.93648,40.9,2016,2,"Light","Transición"
34236,"Shallow",0.6165,0.206666666666667,4.44166666666667,5.26,89.8716666666667,0.265166666666667,0.676666666666667,33.4623833333333,5.57,13.9815,1707,-69.269,32.91472,-118.93648,40.9,2016,2,"Light","Transición"
34236,"Intermediate",0.0862,0.0546,17.952,3.3766,54.262,0.1184,1.532,33.62066,17.418,11.0384,1707,-69.269,32.91472,-118.93648,40.9,2016,2,"Intermediate","Transición"
34236,"Deep",0.0086,0.0206666666666667,31.2566666666667,1.28793333333333,19.802,0.0756,2.53266666666667,34.1701,47.1726666666667,8.25073333333333,1707,-69.269,32.91472,-118.93648,40.9,2016,2,"Intermediate","Transición"
34237,"Very shallow",0.140333333333333,0.0201666666666667,0,5.74133333333333,101.29,0.039,0.333333333333333,33.4011142857143,2.33166666666667,15.6577142857143,1340,-101.086,32.65202,-119.48443,26.9,2016,2,"Light","Transición"
34237,"Shallow",0.304166666666667,0.0205,0,5.74916666666667,100.881666666667,0.0986666666666667,0.341666666666667,33.4228857142857,2.315,15.3828571428571,1340,-101.086,32.65202,-119.48443,26.9,2016,2,"Light","Transición"
34237,"Intermediate",0.211428571428571,0.0972857142857143,7.82,4.82242857142857,80.8757142857143,0.128714285714286,0.862857142857143,33.4001,7.92428571428571,13.0661428571429,1340,-101.086,32.65202,-119.48443,26.9,2016,2,"Light","Transición"
34237,"Deep",0.0103333333333333,0.0190625,30.18875,1.747125,26.826875,0.042,2.371875,34.04111875,44.831875,8.1489375,1340,-101.086,32.65202,-119.48443,26.9,2016,2,"Intermediate","Transición"
34238,"Very shallow",0.25975,0.01825,0,5.77325,101.84,0.07475,0.32,33.4266,2.475,15.65225,875,-128.892,32.41832,-119.95908,28.6,2016,2,"Light","Transición"
34238,"Shallow",0.3744,0.0186,0,5.7596,101.212,0.1492,0.322,33.42684,2.436,15.4638,875,-128.892,32.41832,-119.95908,28.6,2016,2,"Light","Transición"
34238,"Intermediate",0.150333333333333,0.143,6.43,4.9205,83.085,0.103166666666667,0.77,33.4321,6.99,13.3798333333333,875,-128.892,32.41832,-119.95908,28.6,2016,2,"Light","Transición"
34238,"Deep",0.0085,0.020875,29.935,1.8241875,28.10375,0.0351666666666667,2.341875,34.01959375,43.845,8.2421875,875,-128.892,32.41832,-119.95908,28.6,2016,2,"Intermediate","Transición"
34239,"Very shallow",0.18375,0.0095,0,5.76475,101.79,0.04675,0.325,33.3957,2.36,15.7158,3855,-168.811,32.08373,-120.63898,31,2016,2,"Light","Transición"
34239,"Shallow",0.3826,0.0062,0,5.7466,101.03,0.1492,0.338,33.4109,2.338,15.4666666666667,3855,-168.811,32.08373,-120.63898,31,2016,2,"Light","Transición"
34239,"Intermediate",0.157333333333333,0.125833333333333,8.68833333333333,4.89833333333333,80.7733333333333,0.145333333333333,0.896666666666667,33.3316333333333,8.26166666666667,12.2536666666667,3855,-168.811,32.08373,-120.63898,31,2016,2,"Light","Transición"
34239,"Deep",0.0192,0.0116,30.392,1.98573333333333,30.3446666666667,0.037,2.31666666666667,33.9867466666667,44.206,7.98013333333333,3855,-168.811,32.08373,-120.63898,31,2016,2,"Intermediate","Transición"
34240,"Very shallow",0.1115,0.01275,0,5.7365,101.7225,0.0295,0.3025,33.29095,2.0775,15.95475,3729,-208.63,31.75273,-121.3166,24.8,2016,2,"Light","Costera"
34240,"Shallow",0.20875,0.01275,0,5.806,101.71,0.08625,0.315,33.263675,2.1925,15.36275,3729,-208.63,31.75273,-121.3166,24.8,2016,2,"Light","Costera"
34240,"Intermediate",0.218428571428571,0.0765714285714286,7.13571428571429,4.91357142857143,81.9528571428571,0.144428571428571,0.818571428571429,33.3102428571429,7.32714285714286,12.8465714285714,3729,-208.63,31.75273,-121.3166,24.8,2016,2,"Light","Costera"
34240,"Deep",0.0154285714285714,0.0169411764705882,28.9952941176471,2.08935294117647,32.0388235294118,0.0367142857142857,2.26294117647059,33.9575117647059,42.3617647058824,8.12117647058824,3729,-208.63,31.75273,-121.3166,24.8,2016,2,"Intermediate","Costera"
34241,"Very shallow",0.158833333333333,0.0122,0,5.76666666666667,101.606666666667,0.0405,0.318,33.2822142857143,2.164,15.6372857142857,3912,-248.56,31.41743,-121.99122,33.7,2016,2,"Light","Costera"
34241,"Shallow",0.212166666666667,0.0125,0.0133333333333333,5.76066666666667,101.305,0.0655,0.318333333333333,33.2779666666667,2.195,15.5461666666667,3912,-248.56,31.41743,-121.99122,33.7,2016,2,"Light","Costera"
34241,"Intermediate",0.3715,0.0696666666666667,2.92666666666667,5.4805,93.7533333333333,0.2515,0.535,33.2785,4.14166666666667,14.1096666666667,3912,-248.56,31.41743,-121.99122,33.7,2016,2,"Light","Costera"
34241,"Deep",0.0216666666666667,0.0189375,29.116875,2.0904375,32.009375,0.04,2.27875,33.95728125,43.134375,8.041375,3912,-248.56,31.41743,-121.99122,33.7,2016,2,"Intermediate","Costera"
34242,"Very shallow",0.07575,0.01425,0,5.707,101.51,0.01475,0.2625,33.1716,1.9075,16.1475,4013,-288.531,31.08287,-122.66483,23,2016,2,"Light","Costera"
34242,"Shallow",0.089,0.013,0,5.71475,101.2275,0.02125,0.2675,33.1477,1.91,15.951,4013,-288.531,31.08287,-122.66483,23,2016,2,"Light","Costera"
34242,"Intermediate",0.268857142857143,0.049,2.72428571428571,5.47785714285714,92.5814285714286,0.222,0.488571428571429,33.1357142857143,4.01857142857143,13.5837142857143,4013,-288.531,31.08287,-122.66483,23,2016,2,"Light","Costera"
34242,"Deep",0.0318,0.0174666666666667,28.4213333333333,2.23966666666667,34.3033333333333,0.0558,2.20733333333333,33.9288666666667,41.3086666666667,8.085,4013,-288.531,31.08287,-122.66483,23,2016,2,"Intermediate","Costera"
34243,"Very shallow",0.0586,0.0158,0,5.6042,101.174,0.0132,0.242,33.2963,1.944,16.8634,4057,-328.341,30.75162,-123.3347,21.5,2016,2,"Light","Costera"
34243,"Shallow",0.0632,0.0148,0,5.611,101.194,0.015,0.25,33.28904,1.928,16.8186,4057,-328.341,30.75162,-123.3347,21.5,2016,2,"Light","Costera"
34243,"Intermediate",0.16775,0.01925,0,5.63575,100.15,0.10225,0.27,33.24515,2.13,16.0905,4057,-328.341,30.75162,-123.3347,21.5,2016,2,"Light","Costera"
34243,"Deep",0.14275,0.0309473684210526,22.7857894736842,3.13010526315789,49.6431578947368,0.142625,1.79052631578947,33.7103421052632,32.5905263157895,9.19715789473684,4057,-328.341,30.75162,-123.3347,21.5,2016,2,"Light","Costera"
34244,"Very shallow",0.0574,0.0182,0,5.5682,101.718,0.0148,0.256,33.4643166666667,1.932,17.4188333333333,4170,-368.098,30.4159,-123.9978,21.4,2016,2,"Light","Costera"
34244,"Shallow",0.067,0.01475,0,5.562,101.6425,0.0165,0.2475,33.50235,1.8975,17.432,4170,-368.098,30.4159,-123.9978,21.4,2016,2,"Light","Costera"
34244,"Intermediate",0.1285,0.0165,0,5.5275,100.7675,0.05725,0.24,33.5637,1.945,17.2935,4170,-368.098,30.4159,-123.9978,21.4,2016,2,"Light","Costera"
34244,"Deep",0.162444444444444,0.0299,20.445,3.4326,55.184,0.164888888888889,1.6575,33.6954142857143,29.6025,9.99714285714286,4170,-368.098,30.4159,-123.9978,21.4,2016,2,"Light","Costera"
34245,"Very shallow",1.4022,0.0296,0.014,6.1568,109.3,0.4134,0.404,33.5327333333333,2.75,15.925,19,-1.646,33.2423,-117.46563,19.8,2016,2,"Light","Oceánica"
34246,"Very shallow",1.23416666666667,0.0248,0,5.93766666666667,105.316666666667,0.352833333333333,0.352,33.5367875,2.73,15.76975,62,-2.175,32.95553,-117.30533,44.9,2016,2,"Light","Oceánica"
34246,"Shallow",0.321833333333333,0.234333333333333,13.5333333333333,3.33,54.1916666666667,0.323666666666667,1.34166666666667,33.5998166666667,14.1966666666667,11.6393333333333,62,-2.175,32.95553,-117.30533,44.9,2016,2,"Intermediate","Oceánica"
34247,"Very shallow",0.67825,0.0255,0.005,6.08625,108.385,0.2095,0.305,33.52375,2.33,16.10125,625,-7.449,32.9109,-117.3961,46.7,2016,2,"Light","Oceánica"
34247,"Shallow",0.635,0.1945,13.855,4.0055,65.5125,0.53325,1.3025,33.4625,12.515,11.924,625,-7.449,32.9109,-117.3961,46.7,2016,2,"Intermediate","Oceánica"
34247,"Intermediate",0.02425,0.03675,20.5625,3.21825,51.0225,0.09175,1.71,33.688675,20.1,10.467,625,-7.449,32.9109,-117.3961,46.7,2016,2,"Intermediate","Oceánica"
34247,"Deep",0.00616666666666667,0.021375,31.77125,1.3020625,20.066875,0.0525,2.57125,34.18095625,47.08625,8.36725,625,-7.449,32.9109,-117.3961,46.7,2016,2,"Intermediate","Oceánica"
34248,"Very shallow",0.266,0.0185,0.035,5.81825,103.7075,0.068,0.36,33.513625,2.135,16.148,875,-15.44,32.84232,-117.53212,35.7,2016,2,"Light","Oceánica"
34248,"Shallow",0.608,0.15,7.5875,4.667,79.035,0.33075,0.9075,33.465925,7.83,13.559,875,-15.44,32.84232,-117.53212,35.7,2016,2,"Light","Oceánica"
34248,"Intermediate",0.0852,0.0348,18.722,3.2944,52.952,0.1288,1.574,33.65386,17.9,11.0534,875,-15.44,32.84232,-117.53212,35.7,2016,2,"Intermediate","Oceánica"
34248,"Deep",0.0062,0.0140666666666667,32.31,1.13393333333333,17.4846666666667,0.0438,2.61666666666667,34.20284,48.5406666666667,8.32486666666667,875,-15.44,32.84232,-117.53212,35.7,2016,2,"Intermediate","Oceánica"
34249,"Very shallow",0.149,0,0,5.65825,101.9275,0.03725,0.3,33.51565,2.2425,16.684,625,-35.167,32.67672,-117.86998,41.4,2016,2,"Light","Oceánica"
34249,"Shallow",0.71175,0.06125,1.3775,5.552,96.5425,0.3885,0.465,33.424275,3.59,14.9205,625,-35.167,32.67672,-117.86998,41.4,2016,2,"Light","Oceánica"
34249,"Intermediate",0.1856,0.0274,13.506,4.242,69.056,0.1792,1.23,33.47822,12.714,11.6116,625,-35.167,32.67672,-117.86998,41.4,2016,2,"Light","Oceánica"
34249,"Deep",0.0036,0.00886666666666667,31.32,1.541,23.6713333333333,0.0314,2.514,34.1180533333333,46.096,8.2158,625,-35.167,32.67672,-117.86998,41.4,2016,2,"Intermediate","Oceánica"
34250,"Very shallow",0.156,0.0098,0,5.625,101.682,0.0344,0.29,33.5190166666667,1.952,16.8601666666667,1682,-54.734,32.51633,-118.20717,28.8,2016,2,"Light","Transición"
34250,"Shallow",0.327,0.0386,0.752,5.5638,98.84,0.1498,0.376,33.47116,2.546,15.965,1682,-54.734,32.51633,-118.20717,28.8,2016,2,"Light","Transición"
34250,"Intermediate",0.2054,0.065,13.156,4.339,70.31,0.1612,1.196,33.4004,12.068,11.4372,1682,-54.734,32.51633,-118.20717,28.8,2016,2,"Light","Transición"
34250,"Deep",0.00566666666666667,0.011875,31.0525,1.72975,26.464375,0.0328333333333333,2.441875,34.07105625,44.841875,8.1189375,1682,-54.734,32.51633,-118.20717,28.8,2016,2,"Intermediate","Transición"
34251,"Very shallow",0.267166666666667,0.0148333333333333,0,5.74,102.503333333333,0.0571666666666667,0.308333333333333,33.5314375,1.695,16.237625,1367,-75.052,32.3461,-118.554,61.7,2016,2,"Light","Transición"
34251,"Shallow",1.17828571428571,0.0865714285714286,2.16714285714286,5.47171428571429,95.5157142857143,0.444571428571429,0.497142857142857,33.4909875,3.43428571428571,14.9415,1367,-75.052,32.3461,-118.554,61.7,2016,2,"Light","Transición"
34251,"Intermediate",0.0794,0.0238,16.68,3.908,62.37,0.141,1.412,33.49118,15.548,10.7768,1367,-75.052,32.3461,-118.554,61.7,2016,2,"Intermediate","Transición"
34251,"Deep",0.004,0.012125,31.869375,1.3940625,21.353125,0.0373333333333333,2.55375,34.15199375,47.445625,8.1530625,1367,-75.052,32.3461,-118.554,61.7,2016,2,"Intermediate","Transición"
34252,"Very shallow",0.41075,0.01975,0,5.8065,102.64,0.08325,0.3325,33.47735,1.4525,15.73925,1478,-94.935,32.1784,-118.89198,43,2016,2,"Light","Transición"
34252,"Shallow",0.69325,0.1085,3.2125,5.375,92.65,0.2825,0.58,33.46195,4.395,14.4275,1478,-94.935,32.1784,-118.89198,43,2016,2,"Light","Transición"
34252,"Intermediate",0.13,0.0425,13.8475,4.102,66.665,0.108,1.2425,33.477825,13.0625,11.6035,1478,-94.935,32.1784,-118.89198,43,2016,2,"Intermediate","Transición"
34252,"Deep",0.0112857142857143,0.0160625,31.665625,1.37805882352941,21.2158823529412,0.0437142857142857,2.556875,34.1579882352941,47.536875,8.305,1478,-94.935,32.1784,-118.89198,43,2016,2,"Intermediate","Transición"
34253,"Very shallow",0.39275,0.01075,0,5.8535,103.4975,0.098,0.3375,33.50262,1.0125,15.7496,1612,-115.104,32.01137,-119.23637,38.1,2016,2,"Light","Transición"
34253,"Shallow",0.560666666666667,0.0565,3.15833333333333,5.372,93.2516666666667,0.225166666666667,0.543333333333333,33.4944833333333,3.86833333333333,14.6833333333333,1612,-115.104,32.01137,-119.23637,38.1,2016,2,"Light","Transición"
34253,"Intermediate",0.0642,0.0382,17.192,3.7052,59.53,0.0968,1.462,33.56872,16.532,11.0502,1612,-115.104,32.01137,-119.23637,38.1,2016,2,"Intermediate","Transición"
34253,"Deep",0.0076,0.0137142857142857,32.31,1.60786666666667,24.4546666666667,0.0476,2.51785714285714,34.09428,49.0378571428571,7.83226666666667,1612,-115.104,32.01137,-119.23637,38.1,2016,2,"Intermediate","Transición"
34254,"Very shallow",0.3306,0.0112,0.004,5.8372,101.932,0.1232,0.342,33.35044,2.118,15.1678,1807,-134.948,31.84073,-119.57013,33.4,2016,2,"Light","Transición"
34254,"Shallow",0.3558,0.0048,0,5.83,101.652,0.1446,0.352,33.35246,1.948,15.0972,1807,-134.948,31.84073,-119.57013,33.4,2016,2,"Light","Transición"
34254,"Intermediate",0.215833333333333,0.0345,10.83,4.44133333333333,73.75,0.157833333333333,1.04333333333333,33.4455,10.5233333333333,12.461,1807,-134.948,31.84073,-119.57013,33.4,2016,2,"Light","Transición"
34254,"Deep",0.0156,0.0122,32.446,1.49606666666667,22.9506666666667,0.087,2.498,34.09962,47.466,8.10046666666667,1807,-134.948,31.84073,-119.57013,33.4,2016,2,"Intermediate","Transición"
34255,"Very shallow",0.1142,0.0162,0,5.7072,100.986,0.0292,0.316,33.3847,2.256,15.8164,3980,-174.655,31.51502,-120.24723,23.9,2016,2,"Light","Transición"
34255,"Shallow",0.1428,0.011,0,5.7022,100.838,0.04,0.32,33.40886,2.176,15.7864,3980,-174.655,31.51502,-120.24723,23.9,2016,2,"Light","Transición"
34255,"Intermediate",0.241142857142857,0.0587142857142857,4.43428571428571,5.28557142857143,90.41,0.116714285714286,0.607142857142857,33.3469714285714,4.96428571428571,13.9984285714286,3980,-174.655,31.51502,-120.24723,23.9,2016,2,"Light","Transición"
34255,"Deep",0.0261428571428571,0.0202352941176471,29.4952941176471,2.16094117647059,33.3117647058824,0.0462857142857143,2.23235294117647,33.9379588235294,41.0423529411765,8.29747058823529,3980,-174.655,31.51502,-120.24723,23.9,2016,2,"Intermediate","Transición"
34256,"Very shallow",0.08,0.01975,0,5.67325,101.1375,0.017,0.29,33.33436,1.9625,16.2114,3873,-214.632,31.18057,-120.9219,25,2016,2,"Light","Costera"
34256,"Shallow",0.0926666666666667,0.00966666666666667,0,5.66283333333333,100.868333333333,0.0218333333333333,0.295,33.3325833333333,1.87,16.174,3873,-214.632,31.18057,-120.9219,25,2016,2,"Light","Costera"
34256,"Intermediate",0.255,0.0744285714285714,0.835714285714286,5.59,97.4685714285714,0.149142857142857,0.385714285714286,33.32515,2.57,15.10575,3873,-214.632,31.18057,-120.9219,25,2016,2,"Light","Costera"
34256,"Deep",0.0645,0.015375,29.153125,2.2870625,35.346875,0.0758333333333333,2.220625,33.903475,42.07375,8.2020625,3873,-214.632,31.18057,-120.9219,25,2016,2,"Intermediate","Costera"
34257,"Very shallow",0.07575,0.01625,0,5.691,101.3375,0.01325,0.2925,33.210875,1.7875,16.1885,4133,-254.314,30.84878,-121.5893,24.6,2016,2,"Light","Costera"
34257,"Shallow",0.0964,0.0176,0,5.7254,101.462,0.0238,0.298,33.19252,1.796,15.958,4133,-254.314,30.84878,-121.5893,24.6,2016,2,"Light","Costera"
34257,"Intermediate",0.265833333333333,0.0476666666666667,2.67,5.57333333333333,94.2716666666667,0.141333333333333,0.506666666666667,33.17235,3.64166666666667,13.5828333333333,4133,-254.314,30.84878,-121.5893,24.6,2016,2,"Light","Costera"
34257,"Deep",0.0578333333333333,0.0213125,28.523125,2.3446875,36.095625,0.0835,2.198125,33.88593125,40.53375,8.240625,4133,-254.314,30.84878,-121.5893,24.6,2016,2,"Intermediate","Costera"
34258,"Very shallow",0.0514,0.0178,0,5.6068,100.936,0.012,0.262,33.26954,2.192,16.7284,4196,-294.478,30.51092,-122.26093,24.6,2016,2,"Light","Costera"
34258,"Shallow",0.0895,0.01475,0,5.59475,100.905,0.02025,0.2675,33.3248,1.8225,16.81125,4196,-294.478,30.51092,-122.26093,24.6,2016,2,"Light","Costera"
34258,"Intermediate",0.2362,0.0426,0.93,5.5468,96.946,0.1634,0.38,33.27226,2.768,15.2244,4196,-294.478,30.51092,-122.26093,24.6,2016,2,"Light","Costera"
34258,"Deep",0.114142857142857,0.0200555555555556,24.59,2.89727777777778,45.3933333333333,0.137714285714286,2.04222222222222,33.7797277777778,36.1083333333333,8.69838888888889,4196,-294.478,30.51092,-122.26093,24.6,2016,2,"Light","Costera"
34259,"Very shallow",0.0538,0.0118,0,5.6292,101.138,0.0112,0.244,33.23766,2.008,16.636,3783,-334.093,30.18023,-122.92288,21.7,2016,2,"Light","Costera"
34259,"Shallow",0.0664,0.0122,0,5.6384,101.07,0.0146,0.246,33.22506,1.94,16.5282,3783,-334.093,30.18023,-122.92288,21.7,2016,2,"Light","Costera"
34259,"Intermediate",0.189857142857143,0.033,0.21,5.67285714285714,99.4314285714286,0.138142857142857,0.301428571428571,33.1710285714286,2.21857142857143,15.4144285714286,3783,-334.093,30.18023,-122.92288,21.7,2016,2,"Light","Costera"
34259,"Deep",0.0912857142857143,0.0237058823529412,24.0847058823529,2.99147058823529,46.9029411764706,0.124714285714286,2,33.7859176470588,34.6794117647059,8.83082352941176,3783,-334.093,30.18023,-122.92288,21.7,2016,2,"Light","Costera"
34260,"Very shallow",0.065,0.0126,0,5.5462,101.582,0.0138,0.262,33.5709833333333,1.948,17.521,4089,-374.093,29.84907,-123.59088,23,2016,2,"Light","Costera"
34260,"Shallow",0.0706666666666667,0.0121666666666667,0,5.53783333333333,101.418333333333,0.0151666666666667,0.268333333333333,33.5703166666667,1.93833333333333,17.5196666666667,4089,-374.093,29.84907,-123.59088,23,2016,2,"Light","Costera"
34260,"Intermediate",0.1435,0.01325,0,5.515,100.82625,0.064125,0.26625,33.608175,2.005,17.428375,4089,-374.093,29.84907,-123.59088,23,2016,2,"Light","Costera"
34260,"Deep",0.1695,0.0307647058823529,22.0276470588235,3.16594117647059,50.8617647058824,0.182166666666667,1.77764705882353,33.8108777777778,32.7094117647059,9.91922222222222,4089,-374.093,29.84907,-123.59088,23,2016,2,"Light","Costera"
34261,"Very shallow",0.982714285714286,0.145,0.994285714285714,5.81571428571429,103.875714285714,0.358714285714286,0.454285714285714,33.5393428571429,3.21285714285714,16.1957142857143,25,-1.788,32.95213,-117.28778,20.7,2016,2,"Light","Oceánica"
34262,"Very shallow",0.14,0.00525,0,5.677,102.07,0.02225,0.245,32.90325,0.9575,16.7755,4125,-130.595,34.05883,-122.9424,30.9,2016,3,"Light","Transición"
34262,"Shallow",0.2314,0.004,0,5.8124,102.478,0.0222,0.252,32.90038,1.074,15.8178,4125,-130.595,34.05883,-122.9424,30.9,2016,3,"Light","Transición"
34262,"Intermediate",0.267833333333333,0.448333333333333,7.82833333333333,5.5365,89.7483333333333,0.105666666666667,0.803333333333333,33.0111166666667,6.22,11.6478333333333,4125,-130.595,34.05883,-122.9424,30.9,2016,3,"Light","Transición"
34262,"Deep",0.0164285714285714,0.0129411764705882,29.3352941176471,2.44447058823529,37.0494117647059,0.041,2.17411764705882,33.9169117647059,43.2076470588235,7.68729411764706,4125,-130.595,34.05883,-122.9424,30.9,2016,3,"Intermediate","Transición"
34263,"Very shallow",0.225285714285714,0.00857142857142857,0.0142857142857143,5.76257142857143,102.987142857143,0.0442857142857143,0.272857142857143,33.0058125,1.12714285714286,16.437625,3960,-170.581,33.72058,-123.63398,31.8,2016,3,"Light","Transición"
34263,"Shallow",0.416666666666667,0.0463333333333333,0.365,5.88033333333333,103.395,0.1175,0.301666666666667,33.0374166666667,0.921666666666667,15.6236666666667,3960,-170.581,33.72058,-123.63398,31.8,2016,3,"Light","Transición"
34263,"Intermediate",0.1866,0.16,7.618,5.188,84.822,0.2104,0.812,33.0742333333333,6.836,12.2175,3960,-170.581,33.72058,-123.63398,31.8,2016,3,"Light","Transición"
34263,"Deep",0.0305,0.0145625,29.7875,2.2725625,34.541875,0.039,2.24125,33.91894375,43.58625,7.7805,3960,-170.581,33.72058,-123.63398,31.8,2016,3,"Intermediate","Transición"
